Indicator Name,Indicator Code,Country Name,Country Code,2008,2009,2010,2011
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Korea, Dem. Rep.",PRK,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Korea, Rep.",KOR,25516.93692,25524.94538,27026.7855,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Kosovo,KSV,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Kuwait,KWT,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Kyrgyz Republic,KGZ,2042.594537,2084.38831,2039.29627,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Lao PDR,LAO,2018.717124,2139.261055,2307.799115,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Latvia,LVA,15661.9222,12913.9934,12938.0177,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Lebanon,LBN,11027.60739,11879.21496,12618.73651,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Lesotho,LSO,1322.678102,1349.85587,1384.206092,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Liberia,LBR,371.6328053,370.7012399,375.6524843,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Libya,LBY,15321.78064,15361.15753,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Liechtenstein,LIE,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Lithuania,LTU,17616.29447,15103.27064,15390.81833,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Luxembourg,LUX,73349.64076,68188.42718,68741.73152,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Macao SAR, China",MAC,46678.90734,46294.63836,57158.93432,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Macedonia, FYR",MKD,9155.366884,9052.390973,9198.366329,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Madagascar,MDG,950.1313918,880.5982514,868.924802,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Malawi,MWI,730.5837295,762.3121176,791.3116778,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Malaysia,MYS,12941.78426,12526.28391,13213.89747,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Maldives,MDV,7639.772652,7051.13281,7644.773461,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Mali,MLI,929.5296889,942.0530329,954.9824016,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Malta,MLT,23066.5441,22233.02806,22950.52659,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Marshall Islands,MHL,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Mauritania,MRT,1765.180954,1701.117208,1743.875902,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Mauritius,MUS,11557.54046,11847.65331,12283.95476,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Mayotte,MYT,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Mexico,MEX,12892.77693,11951.32615,12440.97906,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Micronesia, Fed. Sts.",FSM,2896.36258,2907.596862,2987.985234,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Moldova,MDA,2768.272819,2605.752291,2789.530051,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Monaco,MCO,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Mongolia,MNG,3561.74136,3459.256772,3620.244549,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Montenegro,MNE,10556.46557,9935.009177,10166.37152,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Morocco,MAR,3972.795272,4119.175967,4226.75853,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Mozambique,MOZ,775.6048479,806.6153734,845.0198164,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Myanmar,MMR,1454.360276,1596.391267,1749.386026,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Namibia,NAM,5790.299382,5642.94125,5807.064425,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Nepal,NPL,1021.020877,1046.958201,1075.388099,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Netherlands,NLD,38105.94485,36569.69524,36995.96178,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,New Caledonia,NCL,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,New Zealand,NZL,25037.38953,24648.73193,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Nicaragua,NIC,2579.100617,2462.879728,2613.639742,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Niger,NER,652.1094655,621.81076,653.0261094,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Nigeria,NGA,1945.77245,2030.464284,2135.461398,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Northern Mariana Islands,MNP,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Norway,NOR,48583.24145,47174.5959,46908.21534,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Oman,OMN,24646.04484,24226.47132,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Pakistan,PAK,2316.665123,2356.994567,2410.852891,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Palau,PLW,12706.40164,12367.42187,12537.12958,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Panama,PAN,11740.36306,11829.25461,12207.08306,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Papua New Guinea,PNG,2037.864744,2100.525555,2217.328341,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Paraguay,PRY,4352.378428,4111.283236,4647.307104,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Peru,PER,7967.329574,7949.570574,8555.33645,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Philippines,PHL,3382.448005,3364.209758,3560.49503,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Poland,POL,16454.80793,16707.74096,17351.9676,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Portugal,PRT,22036.84749,21375.6618,21660.08216,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Puerto Rico,PRI,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Qatar,QAT,77108.22204,73196.38312,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Romania,ROM,11793.18942,10807.45703,10929.43266,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Russian Federation,RUS,14767.30437,13622.97064,14182.55751,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Rwanda,RWA,990.3171492,1000.208029,1043.573168,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Samoa,WSM,3972.230071,3891.098542,3942.977632,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,San Marino,SMR,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Sao Tome and Principe,STP,1617.956322,1655.101967,1699.444044,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Saudi Arabia,SAU,20564.72937,20103.64198,20374.32816,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Senegal,SEN,1722.251985,1711.829736,1735.730108,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Serbia,SRB,9781.756794,9477.321504,9604.805238,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Seychelles,SYC,19398.07632,19457.33669,20848.29756,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Sierra Leone,SLE,715.9681057,722.5079363,741.6884081,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Singapore,SGP,47995.32831,46210.60366,51969.4673,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Slovak Republic,SVK,20429.88508,19383.78507,20163.8871,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Slovenia,SVN,27225.48029,24819.94394,25047.75731,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Solomon Islands,SLB,2424.521504,2331.881297,2430.095615,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Somalia,SOM,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,South Africa,ZAF,9602.384391,9339.952243,9477.097283,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,South Sudan,SSD,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Spain,ESP,28339.51243,27074.83516,26940.61016,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Sri Lanka,LKA,4149.858128,4256.111696,4555.038928,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,St. Kitts and Nevis,KNA,17204.43785,15925.13571,14941.3293,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,St. Lucia,LCA,9746.335442,9534.258446,9721.95794,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,St. Martin (French part),MAF,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,St. Vincent and the Grenadines,VCT,10168.19699,10040.82493,9905.706964,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Sudan,SDN,1959.525567,1986.196018,2023.45104,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Suriname,SUR,6786.761544,6930.201868,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Swaziland,SWZ,4747.694587,4730.998655,4753.559188,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Sweden,SWE,34300.56246,32250.57724,33771.13035,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Switzerland,CHE,38159.62633,36978.0434,37582.85619,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Syrian Arab Republic,SYR,4512.317215,4687.496936,4740.849872,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Tajikistan,TJK,1780.735874,1895.362118,1940.143912,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Tanzania,TZA,1201.271471,1237.122733,1285.616609,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Thailand,THA,7377.963947,7160.115348,7672.886945,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Timor-Leste,TMP,753.0747384,791.9172284,832.1789476,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Togo,TGO,875.4811414,884.5833204,895.2744651,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Tonga,TON,4133.232466,4103.387079,4062.570243,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Trinidad and Tobago,TTO,24080.33536,23145.20641,23079.99353,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Tunisia,TUN,8183.299549,8347.291687,8566.29045,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Turkey,TUR,12405.50061,11655.2308,12546.61665,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Turkmenistan,TKM,6566.576666,6881.405623,7421.609908,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Turks and Caicos Islands,TCA,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Tuvalu,TUV,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Uganda,UGA,1079.160006,1120.595167,1141.393771,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Ukraine,UKR,6734.031492,5762.921606,6028.868603,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,United Arab Emirates,ARE,51361.42159,45202.30398,42352.95998,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,United Kingdom,GBR,33717.8864,32025.50077,32474.35594,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,United States,USA,43289.90862,41410.14338,42297.07091,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Uruguay,URY,11674.5001,11936.88776,12902.74145,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Uzbekistan,UZB,2455.010423,2610.532143,2792.872333,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Vanuatu,VUT,3934.816955,3970.520892,3991.48361,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Venezuela, RB",VEN,11877.70295,11315.46911,10973.03882,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Vietnam,VNM,2610.56269,2720.698963,2874.782702,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Virgin Islands (U.S.),VIR,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,West Bank and Gaza,WBG,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Yemen, Rep.",YEM,2252.455412,2266.768329,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Zambia,ZMB,1277.75668,1322.799999,1401.149955,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Zimbabwe,ZWE,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,World,WLD,4601.31325,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Afghanistan,AFG,2428,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Albania,ALB,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Algeria,DZA,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,American Samoa,ASM,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Andorra,ADO,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Angola,AGO,21593,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Antigua and Barbuda,ATG,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Argentina,ARG,0,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Armenia,ARM,0,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Aruba,ABW,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Australia,AUS,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Austria,AUT,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Azerbaijan,AZE,1,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Bahamas, The",BHS,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Bahrain,BHR,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Bangladesh,BGD,1510,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Barbados,BRB,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Belarus,BLR,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Belgium,BEL,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Belize,BLZ,210,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Benin,BEN,35555,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Bermuda,BMU,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Bhutan,BTN,100,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Bolivia,BOL,365,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Bosnia and Herzegovina,BIH,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Botswana,BWA,587,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Brazil,BRA,210,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Brunei Darussalam,BRN,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Bulgaria,BGR,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Burkina Faso,BFA,45322,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Burundi,BDI,48475,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Cambodia,KHM,1798,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Cameroon,CMR,27818,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Canada,CAN,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Cape Verde,CPV,23,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Cayman Islands,CYM,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Central African Republic,CAF,35786,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Chad,TCD,39508,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Channel Islands,CHI,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Chile,CHL,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,China,CHN,3,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Colombia,COL,394,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Comoros,COM,24619,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Congo, Dem. Rep.",ZAR,37400,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Congo, Rep.",COG,34298,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Costa Rica,CRI,51,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Cote d'Ivoire,CIV,36482,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Croatia,HRV,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Cuba,CUB,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Curacao,CUW,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Cyprus,CYP,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Czech Republic,CZE,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Denmark,DNK,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Djibouti,DJI,467,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Dominica,DMA,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Dominican Republic,DOM,46,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Ecuador,ECU,63,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Egypt, Arab Rep.",EGY,0,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,El Salvador,SLV,1,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Equatorial Guinea,GNQ,27726,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Eritrea,ERI,762,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Estonia,EST,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Ethiopia,ETH,11509,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Faeroe Islands,FRO,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Fiji,FJI,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Finland,FIN,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,France,FRA,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,French Polynesia,PYF,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Gabon,GAB,29451,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Gambia, The",GMB,31925,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Georgia,GEO,0,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Germany,DEU,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Ghana,GHA,31179,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Gibraltar,GIB,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Greece,GRC,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Greenland,GRL,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Grenada,GRD,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Guam,GUM,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Guatemala,GTM,184,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Guinea,GIN,40585,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Guinea-Bissau,GNB,34043,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Guyana,GUY,2194,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Haiti,HTI,1891,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Honduras,HND,335,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Hong Kong SAR, China",HKG,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Hungary,HUN,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Iceland,ISL,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,India,IND,1124,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Indonesia,IDN,1645,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Iran, Islamic Rep.",IRN,18,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Iraq,IRQ,0,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Ireland,IRL,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Isle of Man,IMY,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Israel,ISR,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Italy,ITA,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Jamaica,JAM,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Japan,JPN,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Jordan,JOR,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Kazakhstan,KAZ,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Kenya,KEN,30307,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Kiribati,KIR,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Korea, Dem. Rep.",PRK,284,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Korea, Rep.",KOR,8,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Kosovo,KSV,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Kuwait,KWT,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Kyrgyz Republic,KGZ,0,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Lao PDR,LAO,327,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Latvia,LVA,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Lebanon,LBN,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Lesotho,LSO,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Liberia,LBR,29994,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Libya,LBY,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Liechtenstein,LIE,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Lithuania,LTU,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Luxembourg,LUX,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Macao SAR, China",MAC,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Macedonia, FYR",MKD,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Madagascar,MDG,3735,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Malawi,MWI,33773,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Malaysia,MYS,75,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Maldives,MDV,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Mali,MLI,25366,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Malta,MLT,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Marshall Islands,MHL,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Mauritania,MRT,17325,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Mauritius,MUS,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Mayotte,MYT,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Mexico,MEX,3,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,"Micronesia, Fed. Sts.",FSM,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Moldova,MDA,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Monaco,MCO,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Mongolia,MNG,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Montenegro,MNE,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Morocco,MAR,,,,
"Notified cases of malaria (per 100,000 people)",SH.MLR.INCD,Mozambique,MOZ,32555,,,
